"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_207.c_1717.region001","MO_207_c1717_001","site7","1","terpene","NO","YES","MO_207.bin.9",1531
"MO_207.c_1732.region001","MO_207_c1732_001","site7","1","resorcinol","NO","YES","MO_207.bin.23",363
"MO_207.c_1736.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2887
"MO_207.c_1741.region001","MO_207_c1741_001","site7","1","terpene","NO","YES","MO_207.bin.24",1452
"MO_207.c_1755.region001","NA.","NA.","NA.","other","NO","NO","NA.",2889
"MO_207.c_1761.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_207.bin.14",2890
"MO_207.c_1825.region001","MO_207_c1825_001","site7","1","NRPS","NO","YES","MO_207.bin.11",2030
"MO_207.c_2062.region001","NA.","NA.","NA.","terpene","NO","YES","MO_207.bin.14",2892
"MO_207.c_2274.region001","MO_207_c2274_001","site7","1","terpene","NO","YES","MO_207.bin.25",1246
"MO_207.c_2278.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_207.bin.22",2894
"MO_207.c_2321.region001","MO_207_c2321_001","site7","1","terpene","NO","YES","MO_207.bin.10",1186
"MO_207.c_2417.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",2896
"MO_207.c_242.region001","MO_207_c242_001","site7","1","T3PKS","YES","YES","MO_207.bin.15",1847
"MO_207.c_2429.region001","MO_207_c2429_001","site7","1","NRPS-like","NO","YES","MO_207.bin.23",766
"MO_207.c_244.region001","MO_207_c244_001","site7","1","NRPS-like","NO","YES","MO_207.bin.15",1843
"MO_207.c_2470.region001","MO_207_c2470_001","site7","1","T1PKS","NO","NO","NA.",3052
"MO_207.c_2641.region001","MO_207_c2641_001","site7","1","T1PKS","NO","NO","NA.",3117
"MO_207.c_2712.region001","MO_207_c2712_001","site7","1","T1PKS","NO","YES","MO_207.bin.4",975
"MO_207.c_2724.region001","MO_207_c2724_001","site7","1","T1PKS","NO","YES","MO_207.bin.14",1883
"MO_207.c_2730.region001","MO_207_c2730_001","site7","1","NRPS-like","NO","NO","NA.",3129
"MO_207.c_2820.region001","MO_207_c2820_001","site7","1","NRPS-like","NO","NO","NA.",2905
"MO_207.c_291.region001","MO_207_c291_001","site7","1","terpene","NO","YES","MO_207.bin.15",2747
"MO_207.c_3143.region001","MO_207_c3143_001","site7","1","T1PKS","NO","YES","MO_207.bin.25",3052
"MO_207.c_32.region001","MO_207_c32_001","site7","1","ectoine","YES","YES","MO_207.bin.15",3118
"MO_207.c_3226.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_207.bin.14",2909
"MO_207.c_3334.region001","MO_207_c3334_001","site7","1","terpene","NO","YES","MO_207.bin.7",1119
"MO_207.c_3374.region001","MO_207_c3374_001","site7","1","hglE-KS","NO","YES","MO_207.bin.18",1619
"MO_207.c_3435.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_207.bin.5",2912
"MO_207.c_351.region001","MO_207_c351_001","site7","1","hserlactone","YES","YES","MO_207.bin.15",2280
"MO_207.c_353.region001","MO_207_c353_001","site7","1","CDPS","NO","YES","MO_207.bin.10",2914
"MO_207.c_3658.region001","NA.","NA.","NA.","terpene","NO","YES","MO_207.bin.14",2915
"MO_207.c_377.region001","MO_207_c377_001","site7","1","PBDE","NO","YES","MO_207.bin.15",2732
"MO_207.c_3782.region001","MO_207_c3782_001","site7","1","NRPS","NO","NO","NA.",2917
"MO_207.c_3843.region001","MO_207_c3843_001","site7","1","phosphonate","NO","YES","MO_207.bin.20",2678
"MO_207.c_3871.region001","MO_207_c3871_001","site7","1","NRPS","NO","YES","MO_207.bin.4",1419
"MO_207.c_3960.region001","MO_207_c3960_001","site7","1","phosphonate","NO","YES","MO_207.bin.26",3130
"MO_207.c_4154.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2921
"MO_207.c_419.region001","MO_207_c419_001","site7","1","NRPS","NO","YES","MO_207.bin.11",2671
"MO_207.c_42.region001","MO_207_c42_001","site7","1","bacteriocin","YES","YES","MO_207.bin.15",1753
"MO_207.c_425.region001","MO_207_c425_001","site7","1","NRPS","NO","YES","MO_207.bin.10",2716
"MO_207.c_435.region001","MO_207_c435_001","site7","1","terpene","NO","YES","MO_207.bin.26",2925
"MO_207.c_4380.region001","MO_207_c4380_001","site7","1","bacteriocin","NO","YES","MO_207.bin.11",952
"MO_207.c_44.region001","MO_207_c44_001","site7","1","NRPS-like","NO","YES","MO_207.bin.15",2769
"MO_207.c_4611.region001","MO_207_c4611_001","site7","1","terpene","NO","YES","MO_207.bin.10",2928
"MO_207.c_4696.region001","MO_207_c4696_001","site7","1","T3PKS","NO","YES","MO_207.bin.26",270
"MO_207.c_4738.region001","MO_207_c4738_001","site7","1","hglE-KS","NO","YES","MO_207.bin.11",2930
"MO_207.c_4741.region001","MO_207_c4741_001","site7","1","NRPS-like","NO","YES","MO_207.bin.26",3086
"MO_207.c_485.region001","MO_207_c485_001","site7","1","NRPS","NO","YES","MO_207.bin.15",1605
"MO_207.c_4920.region001","MO_207_c4920_001","site7","1","T1PKS","NO","NO","NA.",1484
"MO_207.c_4939.region001","NA.","NA.","NA.","terpene","NO","NO","NA.",2934
"MO_207.c_5029.region001","MO_207_c5029_001","site7","1","NRPS-like","NO","YES","MO_207.bin.26",3115
"MO_207.c_5106.region001","MO_207_c5106_001","site7","1","betalactone","NO","YES","MO_207.bin.7",934
"MO_207.c_541.region001","MO_207_c541_001","site7","1","T1PKS","NO","NO","NA.",3145
"MO_207.c_552.region001","MO_207_c552_001","site7","1","bacteriocin","NO","YES","MO_207.bin.10",2749
"MO_207.c_592.region001","MO_207_c592_001","site7","1","NRPS","NO","YES","MO_207.bin.6",2939
"MO_207.c_600.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_207.bin.14",2940
"MO_207.c_643.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_207.bin.14",2941
"MO_207.c_674.region001","MO_207_c674_001","site7","1","bacteriocin","NO","YES","MO_207.bin.24",2942
"MO_207.c_762.region001","MO_207_c762_001","site7","1","terpene","NO","YES","MO_207.bin.15",1775
"MO_207.c_786.region001","MO_207_c786_001","site7","1","hglE-KS","NO","YES","MO_207.bin.24",902
"MO_207.c_8.region001","MO_207_c8_001","site7","1","thiopeptide","YES","YES","MO_207.bin.15",2037
"MO_207.c_890.region001","MO_207_c890_001","site7","1","terpene","NO","YES","MO_207.bin.15",3122
"MO_207.c_892.region001","MO_207_c892_001","site7","1","terpene","NO","YES","MO_207.bin.23",1447
"MO_226.c_0.region001","NA.","NA.","NA.","NAGGN","YES","YES","MO_226.bin.1",2948
"MO_226.c_1006.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_226.bin.15",2949
"MO_226.c_104.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_226.bin.13",2950
"MO_226.c_1042.region001","MO_226_c1042_001","site8","1","indole","NO","YES","MO_226.bin.13",2493
"MO_226.c_1075.region001","NA.","NA.","NA.","terpene","NO","YES","MO_226.bin.1",2952
"MO_226.c_1092.region001","MO_226_c1092_001","site8","1","terpene","YES","YES","MO_226.bin.19",1550
"MO_226.c_1161.region001","MO_226_c1161_001","site8","1","hglE-KS","NO","YES","MO_226.bin.19",1948
"MO_226.c_1172.region001","MO_226_c1172_001","site8","1","NRPS-like","NO","NO","NA.",1980
"MO_226.c_1213.region001","MO_226_c1213_001","site8","1","NRPS","NO","YES","MO_226.bin.8",3086
"MO_226.c_132.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_226.bin.1",2957
"MO_226.c_1332.region001","MO_226_c1332_001","site8","1","T1PKS","NO","NO","NA.",3133
"MO_226.c_138.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2959
"MO_226.c_1392.region001","MO_226_c1392_001","site8","1","terpene","NO","YES","MO_226.bin.15",2960
"MO_226.c_142.region001","MO_226_c142_001","site8","1","terpene","NO","YES","MO_226.bin.13",2526
"MO_226.c_143.region001","MO_226_c143_001","site8","1","lanthipeptide","YES","YES","MO_226.bin.13",985
"MO_226.c_1439.region001","NA.","NA.","NA.","terpene","NO","YES","MO_226.bin.15",2963
"MO_226.c_1636.region001","MO_226_c1636_001","site8","1","NRPS-like","NO","YES","MO_226.bin.13",2032
"MO_226.c_1646.region001","NA.","NA.","NA.","TfuA-related","NO","YES","MO_226.bin.15",2965
"MO_226.c_172.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_226.bin.13",2966
"MO_226.c_173.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_226.bin.13",2967
"MO_226.c_1761.region001","MO_226_c1761_001","site8","1","T1PKS","NO","NO","NA.",3133
"MO_226.c_1779.region001","MO_226_c1779_001","site8","1","NRPS","NO","NO","NA.",1885
"MO_226.c_180.region001","MO_226_c180_001","site8","1","T1PKS","NO","YES","MO_226.bin.13",982
"MO_226.c_1917.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_226.bin.15",2971
"MO_226.c_1942.region001","MO_226_c1942_001","site8","1","T1PKS","NO","NO","NA.",2032
"MO_226.c_1964.region001","NA.","NA.","NA.","hglE-KS","NO","YES","MO_226.bin.19",2973
"MO_226.c_2066.region001","MO_226_c2066_001","site8","1","terpene","NO","YES","MO_226.bin.4",1246
"MO_226.c_2285.region001","NA.","NA.","NA.","terpene","NO","YES","MO_226.bin.13",2975
"MO_226.c_2301.region001","MO_226_c2301_001","site8","1","terpene","NO","YES","MO_226.bin.8",1186
"MO_226.c_234.region001","MO_226_c234_001","site8","1","hglE-KS","NO","YES","MO_226.bin.13",1948
"MO_226.c_2411.region001","MO_226_c2411_001","site8","1","terpene","NO","YES","MO_226.bin.8",2978
"MO_226.c_2446.region001","MO_226_c2446_001","site8","1","lanthipeptide","NO","NO","NA.",985
"MO_226.c_2454.region001","MO_226_c2454_001","site8","1","bacteriocin","NO","NO","NA.",970
"MO_226.c_248.region001","MO_226_c248_001","site8","1","cyanobactin","NO","YES","MO_226.bin.13",606
"MO_226.c_2610.region001","MO_226_c2610_001","site8","1","bacteriocin","NO","YES","MO_226.bin.8",1945
"MO_226.c_2633.region001","MO_226_c2633_001","site8","1","NRPS","NO","NO","NA.",3129
"MO_226.c_2635.region001","MO_226_c2635_001","site8","1","T1PKS","NO","YES","MO_226.bin.15",1513
"MO_226.c_2698.region001","NA.","NA.","NA.","terpene","NO","YES","MO_226.bin.6",2985
"MO_226.c_2701.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_226.bin.13",2986
"MO_226.c_272.region001","MO_226_c272_001","site8","1","T1PKS","NO","YES","MO_226.bin.8",1056
"MO_226.c_2780.region001","MO_226_c2780_001","site8","1","T1PKS","NO","NO","NA.",1631
"MO_226.c_2825.region001","MO_226_c2825_001","site8","1","NRPS","NO","YES","MO_226.bin.9",3086
"MO_226.c_2871.region001","MO_226_c2871_001","site8","1","NRPS","NO","NO","NA.",3080
"MO_226.c_30.region001","NA.","NA.","NA.","hserlactone","YES","YES","MO_226.bin.1",2991
"MO_226.c_3001.region001","MO_226_c3001_001","site8","1","T1PKS","NO","YES","MO_226.bin.8",2992
"MO_226.c_3115.region001","MO_226_c3115_001","site8","1","NRPS-like","NO","YES","MO_226.bin.8",3115
"MO_226.c_334.region001","MO_226_c334_001","site8","1","bacteriocin","NO","YES","MO_226.bin.13",1945
"MO_226.c_357.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_226.bin.15",2995
"MO_226.c_447.region001","MO_226_c447_001","site8","1","terpene","NO","YES","MO_226.bin.6",2960
"MO_226.c_494.region001","MO_226_c494_001","site8","1","betalactone","NO","YES","MO_226.bin.11",2997
"MO_226.c_50.region001","MO_226_c50_001","site8","1","terpene","NO","YES","MO_226.bin.13",2009
"MO_226.c_500.region001","MO_226_c500_001","site8","1","NRPS-like","NO","YES","MO_226.bin.13",1808
"MO_226.c_5055.region001","MO_226_c5055_001","site8","1","NRPS-like","NO","YES","MO_226.bin.14",1431
"MO_226.c_5336.region001","MO_226_c5336_001","site8","1","NRPS","NO","YES","MO_226.bin.13",3086
"MO_226.c_5434.region001","MO_226_c5434_001","site8","1","NRPS","NO","YES","MO_226.bin.19",3086
"MO_226.c_553.region001","MO_226_c553_001","site8","1","lassopeptide","NO","YES","MO_226.bin.19",378
"MO_226.c_5612.region001","MO_226_c5612_001","site8","1","NRPS","NO","NO","NA.",1860
"MO_226.c_5617.region001","MO_226_c5617_001","site8","1","NRPS","NO","YES","MO_226.bin.8",3005
"MO_226.c_5679.region001","NA.","NA.","NA.","indole","NO","YES","MO_226.bin.19",3006
"MO_226.c_5749.region001","MO_226_c5749_001","site8","1","terpene","NO","YES","MO_226.bin.14",1246
"MO_226.c_6026.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_226.bin.15",3008
"MO_226.c_6028.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_226.bin.13",3009
"MO_226.c_6044.region001","NA.","NA.","NA.","cyanobactin","NO","YES","MO_226.bin.8",3010
"MO_226.c_6046.region001","MO_226_c6046_001","site8","1","terpene","NO","NO","NA.",1119
"MO_226.c_6088.region001","MO_226_c6088_001","site8","1","NRPS","NO","NO","NA.",1145
"MO_226.c_6144.region001","MO_226_c6144_001","site8","1","hserlactone","NO","YES","MO_226.bin.14",245
"MO_226.c_6229.region001","MO_226_c6229_001","site8","1","bacteriocin","NO","YES","MO_226.bin.3",637
"MO_226.c_705.region001","MO_226_c705_001","site8","1","NRPS-like","NO","YES","MO_226.bin.13",2587
"MO_226.c_718.region001","MO_226_c718_001","site8","1","T3PKS","NO","YES","MO_226.bin.13",1847
"MO_226.c_752.region001","MO_226_c752_001","site8","1","terpene","NO","YES","MO_226.bin.13",2568
"MO_226.c_828.region001","NA.","NA.","NA.","terpene","NO","YES","MO_226.bin.1",3018
"MO_226.c_83.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_226.bin.1",3019
"MO_226.c_893.region001","MO_226_c893_001","site8","1","PUFA","NO","YES","MO_226.bin.13",3020
"MO_226.c_926.region001","MO_226_c926_001","site8","1","terpene","NO","YES","MO_226.bin.11",3021
"MO_226.c_928.region001","MO_226_c928_001","site8","1","lanthipeptide","NO","NO","NA.",985
"MO_226.c_934.region001","MO_226_c934_001","site8","1","cyanobactin","NO","YES","MO_226.bin.13",606
"MO_226.c_946.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_226.bin.1",3024
"MO_226.c_948.region001","MO_226_c948_001","site8","1","NRPS","NO","NO","NA.",1601
"MO_226.c_949.region001","MO_226_c949_001","site8","1","T1PKS","NO","YES","MO_226.bin.13",2032
"MO_226.c_964.region001","MO_226_c964_001","site8","1","lanthipeptide","YES","YES","MO_226.bin.13",985
"MO_226.c_969.region001","MO_226_c969_001","site8","1","terpene","NO","YES","MO_226.bin.1",763
"MO_226.c_988.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_226.bin.13",3029
"MO_231.c_1.region001","MO_231_c1_001","site8","1","NRPS","YES","YES","MO_231.bin.1",1946
"MO_231.c_1371.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_231.bin.1",3031
"MO_231.c_1443.region001","MO_231_c1443_001","site8","1","NRPS-like","NO","YES","MO_231.bin.1",2719
"MO_231.c_149.region001","MO_231_c149_001","site8","1","T1PKS","NO","YES","MO_231.bin.1",1626
"MO_231.c_1624.region001","MO_231_c1624_001","site8","1","T1PKS","NO","YES","MO_231.bin.1",2032
"MO_231.c_1628.region001","MO_231_c1628_001","site8","1","T1PKS","NO","YES","MO_231.bin.1",1056
"MO_231.c_1670.region001","MO_231_c1670_001","site8","1","terpene","NO","YES","MO_231.bin.1",1186
"MO_231.c_201.region001","MO_231_c201_001","site8","1","T1PKS","NO","YES","MO_231.bin.1",1206
"MO_231.c_2480.region001","MO_231_c2480_001","site8","1","NRPS","NO","YES","MO_231.bin.1",3038
"MO_231.c_2669.region001","NA.","NA.","NA.","ectoine","NO","YES","MO_231.bin.1",3039
"MO_231.c_293.region001","MO_231_c293_001","site8","1","NRPS","NO","YES","MO_231.bin.1",1837
"MO_231.c_417.region001","MO_231_c417_001","site8","1","CDPS","NO","YES","MO_231.bin.1",2813
"MO_231.c_418.region001","MO_231_c418_001","site8","1","NRPS-like","NO","YES","MO_231.bin.1",3042
"MO_231.c_5288.region001","MO_231_c5288_001","site8","1","bacteriocin","NO","YES","MO_231.bin.2",1478
"MO_231.c_7138.region001","MO_231_c7138_001","site8","1","bacteriocin","NO","YES","MO_231.bin.1",1783
"MO_231.c_717.region001","MO_231_c717_001","site8","1","NRPS","NO","NO","NA.",1779
"MO_231.c_7279.region001","MO_231_c7279_001","site8","1","T1PKS","NO","NO","NA.",427
"MO_231.c_7414.region001","MO_231_c7414_001","site8","1","T3PKS","NO","YES","MO_231.bin.4",2833
"MO_231.c_8017.region001","MO_231_c8017_001","site8","1","arylpolyene","NO","NO","NA.",629
"MO_231.c_837.region001","MO_231_c837_001","site8","1","bacteriocin","YES","YES","MO_231.bin.1",3102
"MO_231.c_8581.region001","MO_231_c8581_001","site8","1","terpene","NO","YES","MO_231.bin.1",1927
"MO_234.c_10.region001","MO_234_c10_001","site8","1","T1PKS","NO","NO","NA.",2032
"MO_234.c_1058.region001","MO_234_c1058_001","site8","1","T1PKS","NO","NO","NA.",3052
"MO_234.c_111.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",3053
"MO_234.c_116.region001","MO_234_c116_001","site8","1","T1PKS","NO","YES","MO_234.bin.1",1056
"MO_234.c_1176.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_234.bin.8",3055
"MO_234.c_1220.region001","MO_234_c1220_001","site8","1","terpene","NO","NO","NA.",3056
"MO_234.c_1251.region001","MO_234_c1251_001","site8","1","T1PKS","NO","NO","NA.",1056
"MO_234.c_1396.region001","MO_234_c1396_001","site8","1","lanthipeptide","NO","NO","NA.",3058
"MO_234.c_1431.region001","MO_234_c1431_001","site8","1","T1PKS","NO","NO","NA.",1056
"MO_234.c_1442.region001","MO_234_c1442_001","site8","1","NRPS-like","NO","YES","MO_234.bin.1",2032
"MO_234.c_1731.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_234.bin.1",3061
"MO_234.c_1809.region001","MO_234_c1809_001","site8","1","NRPS-like","NO","YES","MO_234.bin.1",1891
"MO_234.c_1849.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.5",3063
"MO_234.c_2083.region001","MO_234_c2083_001","site8","1","terpene","NO","NO","NA.",1119
"MO_234.c_2577.region001","MO_234_c2577_001","site8","1","hglE-KS","NO","NO","NA.",1948
"MO_234.c_266.region001","NA.","NA.","NA.","T1PKS","NO","NO","NA.",3066
"MO_234.c_2683.region001","MO_234_c2683_001","site8","1","terpene","NO","YES","MO_234.bin.1",3067
"MO_234.c_2761.region001","MO_234_c2761_001","site8","1","NRPS","NO","YES","MO_234.bin.9",3129
"MO_234.c_2769.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_234.bin.8",3069
"MO_234.c_282.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.1",3070
"MO_234.c_2875.region001","NA.","NA.","NA.","phosphonate","NO","YES","MO_234.bin.1",3071
"MO_234.c_2957.region001","MO_234_c2957_001","site8","1","terpene","NO","YES","MO_234.bin.6",1523
"MO_234.c_3130.region001","MO_234_c3130_001","site8","1","NRPS","NO","NO","NA.",3080
"MO_234.c_324.region001","MO_234_c324_001","site8","1","bacteriocin","NO","YES","MO_234.bin.1",970
"MO_234.c_3411.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_234.bin.8",3075
"MO_234.c_342.region001","NA.","NA.","NA.","cyanobactin","NO","YES","MO_234.bin.1",3076
"MO_234.c_3686.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.4",3077
"MO_234.c_3763.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_234.bin.4",3078
"MO_234.c_3819.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.1",3079
"MO_234.c_3947.region001","MO_234_c3947_001","site8","1","NRPS","NO","NO","NA.",3080
"MO_234.c_4073.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_234.bin.8",3081
"MO_234.c_41.region001","MO_234_c41_001","site8","1","NRPS-like","NO","YES","MO_234.bin.1",1631
"MO_234.c_4128.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_234.bin.8",3083
"MO_234.c_448.region001","MO_234_c448_001","site8","1","T3PKS","NO","NO","NA.",1847
"MO_234.c_450.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",3085
"MO_234.c_4665.region001","MO_234_c4665_001","site8","1","NRPS","NO","NO","NA.",3086
"MO_234.c_5064.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.7",3087
"MO_234.c_5167.region001","MO_234_c5167_001","site8","1","NRPS","NO","NO","NA.",1500
"MO_234.c_5252.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.8",3089
"MO_234.c_5504.region001","MO_234_c5504_001","site8","1","NRPS-like","NO","YES","MO_234.bin.4",3115
"MO_234.c_5697.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.4",3091
"MO_234.c_5726.region001","MO_234_c5726_001","site8","1","NRPS","NO","NO","NA.",3092
"MO_234.c_6047.region001","NA.","NA.","NA.","terpene","NO","YES","MO_234.bin.1",3093
"MO_234.c_6221.region001","MO_234_c6221_001","site8","1","NRPS","NO","NO","NA.",1946
"MO_234.c_6349.region001","MO_234_c6349_001","site8","1","T1PKS","NO","NO","NA.",1626
"MO_234.c_658.region001","NA.","NA.","NA.","transAT-PKS-like","NO","YES","MO_234.bin.8",3096
"MO_234.c_6740.region001","MO_234_c6740_001","site8","1","lanthipeptide","NO","NO","NA.",2558
"MO_234.c_7105.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_234.bin.4",3098
"MO_234.c_7138.region001","MO_234_c7138_001","site8","1","T1PKS","NO","YES","MO_234.bin.4",1631
"MO_234.c_7162.region001","MO_234_c7162_001","site8","1","T1PKS","NO","NO","NA.",1626
